Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",Mississippi,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,8993.4,6141.1,12116.5,2122.4,4296.5,9026.4,86897.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",Missouri,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,,2149,,,,,8423.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",New Jersey,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,428.25,286.3,903,7041.6,1598.3,244.55,1985.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",New York,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,7,55.85,,36.75,,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",Ohio,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,6239.95,9279.95,2960.4,46532.85,13627.45,45166.75,6504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",Pennsylvania,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,6101.75,6202.35,17983.2,23751.65,14779,11640.65,149857.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",Tennessee,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,37.5,54.85,78.35,,23052.1,11.5,9293.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",Texas,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,7822,15182,4120.95,6925.75,11653.9,12947.4,43485.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012416,110012689082,"Texas Eastern Transmission, LP",West Virginia,Houston,TX,77056,5400 Westheimer Court,HARRIS COUNTY,29.74013,-95.47309,486210,W-TRANS,4417.35,564.2,15613,4351,7978.95,4394.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Arkansas,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,74.34,96.36,79.84,1725.74,161.19,,1476.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Illinois,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,,,170.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Indiana,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,244.03,5527.62,72.58,702.31,3181.92,1338.29,9896.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Kentucky,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,408.22,3864.95,10101.14,6986.55,21543.82,27994,108148.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Louisiana,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,1822.35,10131.67,1687.69,9777.77,12758.2,12765.46,19837.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Mississippi,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,1430.65,14885.4,4304.21,18533.6,30633.3,,16200.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Ohio,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,24.53,4429.6,,,2.75,,7975.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Tennessee,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,1139.06,,373.43,,1877.66,3371.38,16594.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012821,110071162191,Texas Gas Pipeline Blowdowns,Texas,Houston,TX,77046,"9 Greenway Plaza, Suite 2800",HARRIS COUNTY,29.73177,-95.43444,486210,W-TRANS,,,,,,3.75,455.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Arizona,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,,,,,,12.2075052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Illinois,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,3912.3080438,23264.9560512,5419.1279694,17220.115,10861.51,21490.5962292,27657.7147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Indiana,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,3053.5517036,54176.8988737,77275.5305794,50386.579,71887.58,666.6877441,88719.8933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Iowa,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,10286.1223662,19832.2543237,31642.9629403,28.507,7085.41,17.2475523,11277.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Kansas,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,,9716.3741581,67531.1428935,209.216,,34898.0207118,43638.7797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Kentucky,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,1795.4888898,,,,,,34594.6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Louisiana,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,1561.4518799,5145.3084716,15933.5700163,45174.298,1053.21,2179.8705627,868.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Michigan,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,,24934.2052871,52064.7039762,14686.171,4538.48,14228.5869293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Mississippi,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,1011.188944,10948.4665533,3234.135185,102.618,20558.69,6499.2821811,742.33563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Missouri,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,,1266.9319961,,,8132.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Montana,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,,,8017.071347,,,24802.8749696,0.9131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,New Hampshire,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,,,,580.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Ohio,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,7.7311043,1955.7594383,869.3989839,,2686.35,4648.8955632,1559.5969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Oklahoma,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,1069.8796166,,9.2446515,,2028.59,3684.16482,2473.4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Tennessee,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,225.9931956,15556.0215369,4666.0883324,15.743,8425.46,1270.8131652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012512,110070082336,TransCanada / ANR Pipeline,Wisconsin,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,752.2951784,,9180.176333,2866.477,573.41,26888.1305188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Delaware,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,,0.0787078,0.0054788,0.012364,0.0173475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Kentucky,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,,133.3673736,40.55,37.943,52.81,4549.99,8129.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Maryland,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,,9.0514906,10.4166919,5.65065,6.01,1639.89,2931.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,New Jersey,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,,0.4464525,0.004793,,0.4806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,New York,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,,107.5191146,2.543881,3831.614,234.52,2548.94,4560.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,North Carolina,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,,0.5684522,0.004793,,0.0455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Ohio,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,17743.6639081,17243.2854504,132774.8021247,7975.814,501.08,35611.53,63643.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Pennsylvania,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,13302.4608836,9415.1853436,19858.13,13544.105,37.79,12969.19,30949.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,Virginia,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,5134.6700572,3778.4323516,1167.6371478,10518.994,4053.17,9041.42,16154.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012473,110070082311,TransCanada / Columbia Gas Transmission,West Virginia,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7606,-95.36588,486210,W-TRANS,19757.4582694,14752.4160307,7363.5971098,88033.83,61805.96,16491.25,36406.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,110070082330,TransCanada / Columbia Gulf Transmission,Kentucky,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,1220.2298184,93422.4037722,9059.4434671,651,57833.89,14522.95,14396.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,110070082330,TransCanada / Columbia Gulf Transmission,Louisiana,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,,375.9328917,7.8827423,75,166.94,28754.35,28504.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,110070082330,TransCanada / Columbia Gulf Transmission,Mississippi,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,2.7619562,8269.7282463,1.9976216,1902,21453.72,13162.2,13046.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012501,110070082330,TransCanada / Columbia Gulf Transmission,Tennessee,Houston,TX,77002,"700 Louisiana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,,2.1076418,22673.3232633,551,58525.43,5458.15,11200.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014359,,TransCanada / Gas Transmission Northwest,Idaho,Houston,TX,77002,"700 Louisana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,4341.1559423,50591.169084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014359,,TransCanada / Gas Transmission Northwest,Oregon,Houston,TX,77002,"700 Louisana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,8709.6342964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014359,,TransCanada / Gas Transmission Northwest,Washington,Houston,TX,77002,"700 Louisana St., Suite 700",,29.7607514125575,-95.3664135891751,486210,W-TRANS,1245.1785618,6198.1645434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013397,,TransCanada / Great Lakes Transmission Co,Michigan,Houston,TX,77002,"700 Louisana St., Suite 700",,29.760776,-95.366306,486210,W-TRANS,564.12543,7145.6987592,13318.9132217,30160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013397,,TransCanada / Great Lakes Transmission Co,Minnesota,Houston,TX,77002,"700 Louisana St., Suite 700",,29.760776,-95.366306,486210,W-TRANS,16112.5709882,38146.5778627,35507.3550945,14517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013397,,TransCanada / Great Lakes Transmission Co,Wisconsin,Houston,TX,77002,"700 Louisana St., Suite 700",,29.760776,-95.366306,486210,W-TRANS,,,68.8897734,12815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Alabama,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,1971.1651359,666.8067662,3954.0740765,53169.6686641,26108.0570439,120909.2913438,2626.2323066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Delaware,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,,,378.0287821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Georgia,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,,,12104.3453262,13209.5600222,50.1095052,14235.4096128,8076.0077624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Louisiana,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,1283.2637247,1069.6031375,5281.8487115,13684.5225969,21149.0411163,13909.2564582,13812.8109031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Maryland,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,,,2596.3069873,,,2859.0247003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Mississippi,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,5714.1912138,,,43476.3131314,17946.5540557,117.6954763,3014.4101447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,New Jersey,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,,9105.4799118,131.2163423,3820.3680231,1707.0142522,1633.3728591,1606.1592316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,New York,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,,,,21.5620934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,North Carolina,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,3447.0494031,1588.875788,9.4233449,16215.5510166,11042.2581184,4049.1300681,9032.2902867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Pennsylvania,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,718.6990288,12464.886507,105.7537348,2271.7238216,5959.778561,21395.6015357,25374.9847779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,South Carolina,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,,,11865.9998269,,31479.5333775,10.0348369,2358.465376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Texas,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,,41062.2249805,511.6026432,780.3219937,25828.0304129,13094.0043188,4803.1869196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012701,110071162187,Transcontinental Gas Pipe Line Company - Pipeline,Virginia,Tulsa,OK,74172,One Williams Center,WAGONER COUNTY,36.08256,-95.67245,486210,W-TRANS,4917.4252272,1451.7200774,2559.6192965,24928.6554914,23430.9749767,44067.0694939,31225.150738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012691,110070082274,Transmission Pipeline - Energy Transfer Fuel LP,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,48435.30868,28812.36302,60397.38089,31036.80898,29217.02501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Alabama,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,226.37307,120.67804,506.41523,36155.13144,121751.46682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Florida,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,63732.28054,34428.73033,164589.62057,,287747.65301,31249.48652,44872.28294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Louisiana,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,6315.82722,2868.17941,8828.80012,960.69139,,1136.13804,2744.56173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Mississippi,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,11110.19019,22927.57118,11746.45603,,21408.78677,22584.56948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012409,110070082274,Transmission Pipeline - Florida Gas Transmission,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,,13545.58295,3826.55538,1.36958,11735.60803,3514.79368,2119.70954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012702,110070082274,Transmission Pipeline - Houston Pipe Line Company LP,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,34956.65685,40464.12821,32968.94265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012654,110070082274,Transmission Pipeline - Oasis Pipe Line Company,Texas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,26158.02676,26472.9133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082274,Transmission Pipeline - Panhandle Eastern Pipeline Co,Illinois,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,43804.98446,113041.99,48881.20193,46557.85451,25626.59869,17690.19528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082274,Transmission Pipeline - Panhandle Eastern Pipeline Co,Indiana,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,19163.61468,48388.82512,39991.97895,35351.55784,5267.26684,18223.70498,20832.91551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082274,Transmission Pipeline - Panhandle Eastern Pipeline Co,Kansas,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,35657.85776,88771.42114,68502.63936,49918.23753,10377.08702,62586.72189,85751.56121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082274,Transmission Pipeline - Panhandle Eastern Pipeline Co,Michigan,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,6676.53757,9447.01566,29863.63453,13585.91241,6146.76193,24653.31706,17363.49611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082274,Transmission Pipeline - Panhandle Eastern Pipeline Co,Missouri,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,34062.03033,41692.40114,70363.43934,54157.67939,7940.35672,52594.54787,16063.32384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082274,Transmission Pipeline - Panhandle Eastern Pipeline Co,Ohio,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,,2878.71154,,12573.04091,,36483.27529,27041.99799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012427,110070082274,Transmission Pipeline - Panhandle Eastern Pipeline Co,Oklahoma,Dallas,TX,75225,8111 Westchester Drive,DALLAS COUNTY,32.861516,-96.806516,486210,W-TRANS,,11554.67306,29213.28145,4966.26828,,4046.64646,6802.2374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
